10	Matemani
11	Kokoda Utara
12	Saifi
13	Fokour
14	Salkma
15	Kais Darat
01	Teminabuan
02	Inanwatan
03	Sawiat
04	Kokoda
05	Moswaren
06	Seremuk
07	Wayer
08	Kais
09	Konda
