10	Minasate''ne
11	Mandalle
12	Tondong Tallasa
13	Liukang Tupabbiring Utara
01	Liukang Tangaya
02	Liukang Kalmas
03	Liukang Tupabbiring
04	Pangkajene
05	Balocci
06	Bungoro
07	Labakkang
08	Marang
09	Segeri
