10	Pagaran
11	Parmonangan
12	Sipahutar
13	Pangaribuan
14	Garoga
15	Muara
01	Tarutung
02	Siatas Barita
03	Adiankoting
04	Sipoholon
05	Pahae Julu
06	Pahae Jae
07	Simangumban
08	Purbatua
09	Siborongborong
