10	Lanrisang
11	Paleteang
12	Batulappa
01	Mattiro Sompe
02	Suppa
03	Mattiro Bulu
04	Watang Sawitto
05	Patampanua
06	Duampanua
07	Lembang
08	Cempa
09	Tiroang
