10	Pendopo Barat
01	Muara Pinang
02	Pendopo
03	Ulu Musi
04	Tebing Tinggi
05	Lintang Kanan
06	Talang Padang
07	Pasemah Air Keruh
08	Sikap Dalam
09	Saling
