10	Yaro
11	Wapoga
12	Nabire Barat
13	Moora
14	Dipa
15	Menou
01	Nabire
02	Napan
03	Yaur
04	Uwapa
05	Wanggar
06	Siriwo
07	Makimi
08	Teluk Umar
09	Teluk Kimi
