10	Seberang Kota
11	Bram Itam
12	Kuala Betara
13	Senyerang
01	Tungkal Ulu
02	Tungkal Ilir
03	Pengabuan
04	Betara
05	Merlung
06	Tebing Tinggi
07	Batang Asam
08	Renah Mendaluh
09	Muara Papalik
