10	Duhiadaa
11	Wanggarasi
12	Popayato Timur
13	Popayato Barat
01	Popayato
02	Lemito
03	Randangan
04	Marisa
05	Paguat
06	Patilanggio
07	Taluditi
08	Dengilo
09	Buntulia
